"TicketID","TicketType","TicketSubject","TicketPriority","TicketChannel","ProductPurchased","CustomerSatisfactionRating","TimetoResolution","FirstResponseTime"
4493,Product inquiry,Data loss,Critical,Phone,Canon EOS,1,"01/06/23 10:22","01/06/23 9:22"
4496,Refund request,Refund request,Low,Social media,Nikon D,4,"01/06/23 1:10","01/06/23 12:43"
4497,Technical issue,Delivery problem,High,Email,Roomba Robot Vacuum,3,"01/06/23 22:21","01/06/23 20:37"
4498,Product inquiry,Software bug,High,Email,Samsung Soundbar,5,"01/06/23 2:51","01/06/23 18:23"
4501,Billing inquiry,Installation support,Low,Email,Microsoft Office,4,"31/05/23 23:34","01/06/23 4:43"
4504,Billing inquiry,Refund request,Low,Chat,Dell XPS,4,"01/06/23 19:04","01/06/23 14:28"
4505,Product inquiry,Peripheral compatibility,Low,Phone,Nest Thermostat,3,"01/06/23 11:06","01/06/23 7:05"
4506,Refund request,Payment issue,High,Social media,Nintendo Switch,1,"01/06/23 16:20","01/06/23 7:15"
4507,Product inquiry,Hardware issue,Critical,Chat,Autodesk AutoCAD,2,"01/06/23 13:08","01/06/23 9:49"
4512,Technical issue,Peripheral compatibility,Low,Phone,Bose QuietComfort,5,"01/06/23 0:02","01/06/23 13:45"
4513,Cancellation request,Refund request,Low,Email,GoPro Hero,2,"01/06/23 14:02","31/05/23 23:54"
4514,Refund request,Software bug,Critical,Phone,Sony PlayStation,5,"01/06/23 16:16","01/06/23 17:46"
4517,Product inquiry,Product recommendation,Critical,Email,GoPro Action Camera,1,"01/06/23 5:39","01/06/23 14:49"
4518,Billing inquiry,Account access,Low,Chat,Philips Hue Lights,3,"01/06/23 12:00","01/06/23 15:45"
4519,Cancellation request,Network problem,High,Social media,Microsoft Surface,1,"01/06/23 2:52","01/06/23 2:35"
4525,Cancellation request,Cancellation request,Medium,Chat,Adobe Photoshop,4,"01/06/23 17:41","01/06/23 8:41"
4526,Refund request,Product compatibility,Critical,Email,HP Pavilion,4,"01/06/23 10:56","01/06/23 4:20"
4529,Billing inquiry,Installation support,Low,Email,Fitbit Versa Smartwatch,5,"01/06/23 8:13","01/06/23 4:43"
4530,Technical issue,Network problem,Critical,Social media,MacBook Pro,3,"01/06/23 15:18","01/06/23 7:34"
4531,Refund request,Peripheral compatibility,Critical,Email,Fitbit Charge,4,"01/06/23 20:13","01/06/23 19:53"
4533,Product inquiry,Network problem,High,Social media,Sony 4K HDR TV,4,"01/06/23 0:40","01/06/23 3:24"
4541,Refund request,Battery life,Low,Social media,Nintendo Switch Pro Controller,1,"01/06/23 0:20","01/06/23 12:14"
4545,Technical issue,Delivery problem,Low,Email,Canon EOS,3,"01/06/23 0:40","01/06/23 11:51"
4550,Cancellation request,Installation support,Low,Phone,Canon DSLR Camera,5,"01/06/23 0:03","01/06/23 12:12"
4551,Billing inquiry,Hardware issue,Low,Chat,GoPro Action Camera,1,"01/06/23 7:58","01/06/23 4:55"
4559,Product inquiry,Installation support,High,Social media,Garmin Forerunner,4,"01/06/23 23:24","01/06/23 6:40"
4562,Refund request,Delivery problem,Low,Email,Google Nest,4,"01/06/23 17:21","01/06/23 7:25"
4565,Product inquiry,Data loss,Medium,Social media,Canon DSLR Camera,5,"01/06/23 7:56","01/06/23 12:38"
4572,Cancellation request,Hardware issue,Low,Email,Xbox,5,"01/06/23 8:04","01/06/23 2:56"
4573,Cancellation request,Peripheral compatibility,Low,Social media,Sony PlayStation,1,"01/06/23 20:28","01/06/23 16:40"
4574,Technical issue,Software bug,High,Phone,Samsung Soundbar,3,"01/06/23 15:03","01/06/23 8:34"
4577,Billing inquiry,Software bug,Critical,Phone,Fitbit Versa Smartwatch,3,"01/06/23 18:39","01/06/23 14:01"
4578,Product inquiry,Product compatibility,Medium,Social media,Fitbit Charge,3,"01/06/23 3:02","01/06/23 1:44"
4581,Product inquiry,Product setup,Medium,Phone,Autodesk AutoCAD,5,"01/06/23 18:14","01/06/23 18:29"
4583,Billing inquiry,Product compatibility,Medium,Chat,Amazon Kindle,5,"01/06/23 21:32","01/06/23 19:25"
4585,Cancellation request,Peripheral compatibility,Low,Email,Nikon D,4,"01/06/23 0:48","01/06/23 21:27"
4590,Refund request,Software bug,Critical,Phone,iPhone,4,"01/06/23 10:57","01/06/23 19:57"
4591,Refund request,Battery life,Critical,Social media,Microsoft Office,4,"01/06/23 10:24","01/06/23 4:53"
4592,Technical issue,Battery life,Low,Phone,Fitbit Charge,5,"01/06/23 6:16","01/06/23 13:32"
4593,Cancellation request,Delivery problem,High,Phone,Fitbit Charge,5,"01/06/23 16:38","01/06/23 7:53"
4594,Technical issue,Battery life,Low,Social media,Nest Thermostat,5,"01/06/23 10:49","01/06/23 3:10"
4596,Refund request,Network problem,Critical,Email,Samsung Galaxy,5,"01/06/23 18:43","01/06/23 16:01"
4601,Billing inquiry,Hardware issue,High,Email,Canon DSLR Camera,5,"01/06/23 0:39","01/06/23 21:47"
4602,Billing inquiry,Peripheral compatibility,Low,Chat,Apple AirPods,3,"01/06/23 18:24","01/06/23 19:19"
4603,Cancellation request,Delivery problem,Medium,Social media,Microsoft Xbox Controller,5,"01/06/23 2:43","01/06/23 15:19"
4607,Refund request,Display issue,High,Chat,Microsoft Xbox Controller,1,"01/06/23 10:22","01/06/23 17:25"
4612,Refund request,Software bug,Low,Social media,Garmin Forerunner,4,"01/06/23 12:29","01/06/23 1:19"
4615,Product inquiry,Peripheral compatibility,Medium,Social media,Roomba Robot Vacuum,1,"01/06/23 7:42","01/06/23 21:14"
4616,Product inquiry,Product recommendation,Low,Chat,Apple AirPods,3,"01/06/23 18:02","01/06/23 9:36"
4617,Product inquiry,Product setup,Medium,Chat,Fitbit Charge,3,"01/06/23 3:03","01/06/23 10:50"
4620,Refund request,Account access,Low,Chat,HP Pavilion,5,"01/06/23 16:11","01/06/23 13:40"
4621,Technical issue,Software bug,High,Phone,Samsung Soundbar,2,"01/06/23 2:13","01/06/23 6:54"
4622,Refund request,Software bug,High,Chat,Samsung Soundbar,3,"01/06/23 7:59","01/06/23 9:59"
4628,Product inquiry,Product setup,Medium,Social media,Bose SoundLink Speaker,4,"01/06/23 1:49","01/06/23 10:16"
4633,Product inquiry,Peripheral compatibility,Medium,Phone,Fitbit Versa Smartwatch,4,"01/06/23 6:26","01/06/23 18:32"
4635,Refund request,Cancellation request,Low,Email,Dell XPS,5,"01/06/23 0:20","01/06/23 6:07"
4643,Product inquiry,Product recommendation,Low,Chat,Philips Hue Lights,3,"01/06/23 18:26","01/06/23 6:42"
4650,Cancellation request,Refund request,Low,Social media,Fitbit Charge,5,"01/06/23 0:58","01/06/23 21:49"
4653,Billing inquiry,Delivery problem,High,Email,HP Pavilion,2,"01/06/23 15:18","01/06/23 9:17"
4656,Product inquiry,Product compatibility,Medium,Chat,iPhone,3,"01/06/23 6:39","01/06/23 0:25"
4664,Billing inquiry,Network problem,Critical,Social media,GoPro Action Camera,5,"01/06/23 11:15","01/06/23 2:40"
4665,Refund request,Data loss,Low,Chat,Sony Xperia,1,"01/06/23 6:21","01/06/23 5:32"
4666,Billing inquiry,Software bug,High,Chat,Sony 4K HDR TV,5,"01/06/23 23:31","01/06/23 1:08"
4670,Billing inquiry,Cancellation request,Critical,Phone,Garmin Forerunner,4,"01/06/23 15:56","01/06/23 12:40"
4675,Product inquiry,Product recommendation,Medium,Chat,Amazon Kindle,2,"01/06/23 14:16","01/06/23 5:55"
4676,Cancellation request,Software bug,Critical,Phone,PlayStation,4,"01/06/23 8:56","01/06/23 18:35"
4677,Cancellation request,Installation support,Medium,Email,Nintendo Switch,5,"01/06/23 16:04","01/06/23 20:37"
4686,Product inquiry,Refund request,High,Phone,Nest Thermostat,3,"01/06/23 13:25","01/06/23 13:48"
4689,Billing inquiry,Network problem,High,Phone,Dyson Vacuum Cleaner,1,"01/06/23 3:34","01/06/23 1:21"
4690,Technical issue,Delivery problem,Critical,Phone,Canon EOS,1,"01/06/23 6:10","01/06/23 7:25"
4693,Cancellation request,Refund request,Critical,Chat,GoPro Hero,3,"01/06/23 15:32","01/06/23 10:44"
4696,Cancellation request,Product recommendation,Low,Social media,Google Pixel,3,"01/06/23 21:23","01/06/23 12:52"
4697,Cancellation request,Peripheral compatibility,Medium,Phone,Asus ROG,5,"01/06/23 9:47","01/06/23 11:27"
4701,Billing inquiry,Hardware issue,Critical,Social media,Microsoft Xbox Controller,3,"01/06/23 23:09","01/06/23 11:30"
4702,Cancellation request,Data loss,High,Chat,GoPro Hero,3,"01/06/23 3:02","01/06/23 8:42"
4704,Technical issue,Refund request,High,Chat,LG OLED,1,"01/06/23 23:13","01/06/23 16:29"
4705,Refund request,Product compatibility,Low,Chat,Xbox,3,"01/06/23 0:37","01/06/23 23:24"
4706,Cancellation request,Installation support,High,Chat,Nikon D,5,"01/06/23 11:09","01/06/23 2:18"
4709,Billing inquiry,Product compatibility,Medium,Chat,Bose QuietComfort,1,"01/06/23 9:45","01/06/23 11:02"
4711,Product inquiry,Installation support,Low,Email,iPhone,3,"01/06/23 3:39","01/06/23 15:18"
4712,Technical issue,Data loss,Critical,Email,Adobe Photoshop,1,"01/06/23 11:30","01/06/23 19:43"
4715,Billing inquiry,Network problem,High,Email,Google Pixel,5,"01/06/23 4:31","01/06/23 1:25"
4718,Refund request,Network problem,Critical,Social media,HP Pavilion,5,"01/06/23 9:55","01/06/23 10:24"
4722,Technical issue,Network problem,High,Email,Philips Hue Lights,2,"01/06/23 23:28","01/06/23 10:35"
4725,Technical issue,Peripheral compatibility,Critical,Email,Garmin Forerunner,1,"01/06/23 3:01","01/06/23 5:13"
4730,Refund request,Delivery problem,Low,Phone,Sony 4K HDR TV,4,"01/06/23 23:26","01/06/23 20:00"
4734,Refund request,Product recommendation,High,Email,iPhone,5,"01/06/23 22:08","01/06/23 20:13"
4736,Technical issue,Peripheral compatibility,Critical,Email,Bose SoundLink Speaker,3,"01/06/23 21:51","01/06/23 20:56"
4738,Billing inquiry,Battery life,Medium,Email,Amazon Echo,2,"01/06/23 2:43","01/06/23 18:22"
4744,Product inquiry,Data loss,High,Phone,Sony 4K HDR TV,2,"01/06/23 16:04","01/06/23 11:05"
4746,Technical issue,Refund request,Low,Email,Sony Xperia,1,"01/06/23 7:59","01/06/23 20:08"
4747,Refund request,Hardware issue,High,Phone,Fitbit Versa Smartwatch,2,"01/06/23 6:05","01/06/23 6:15"
4749,Product inquiry,Network problem,Critical,Phone,GoPro Action Camera,1,"01/06/23 21:03","01/06/23 1:13"
4753,Product inquiry,Product recommendation,Low,Phone,LG Smart TV,4,"01/06/23 22:15","01/06/23 22:59"
4766,Refund request,Refund request,Medium,Chat,Fitbit Charge,4,"01/06/23 7:29","01/06/23 9:00"
4767,Technical issue,Installation support,Low,Phone,Dell XPS,3,"01/06/23 18:40","01/06/23 2:24"
4768,Billing inquiry,Display issue,High,Email,Adobe Photoshop,3,"01/06/23 12:02","01/06/23 14:56"
4770,Product inquiry,Display issue,Low,Social media,Dyson Vacuum Cleaner,4,"01/06/23 5:28","01/06/23 7:57"
4771,Refund request,Payment issue,High,Phone,Adobe Photoshop,1,"01/06/23 3:41","01/06/23 5:58"
4774,Technical issue,Installation support,Critical,Phone,Adobe Photoshop,1,"01/06/23 2:48","01/06/23 5:40"
4775,Cancellation request,Software bug,Medium,Email,Microsoft Office,5,"01/06/23 11:33","01/06/23 14:23"
4778,Technical issue,Installation support,High,Phone,Nest Thermostat,5,"01/06/23 11:45","01/06/23 2:11"
4779,Technical issue,Product recommendation,Critical,Chat,HP Pavilion,1,"01/06/23 5:29","01/06/23 4:32"
4784,Refund request,Cancellation request,High,Chat,Nest Thermostat,3,"01/06/23 10:46","01/06/23 14:58"
4803,Refund request,Network problem,Low,Chat,MacBook Pro,4,"01/06/23 20:58","01/06/23 21:37"
4805,Cancellation request,Installation support,Medium,Email,HP Pavilion,4,"01/06/23 13:35","01/06/23 2:07"
4816,Refund request,Account access,High,Phone,Adobe Photoshop,1,"01/06/23 7:12","01/06/23 22:07"
4817,Cancellation request,Payment issue,High,Email,Fitbit Charge,2,"01/06/23 17:14","01/06/23 1:16"
4818,Refund request,Hardware issue,High,Social media,HP Pavilion,5,"01/06/23 11:24","01/06/23 9:58"
4821,Cancellation request,Cancellation request,Low,Social media,Microsoft Xbox Controller,1,"01/06/23 20:38","01/06/23 9:17"
4826,Technical issue,Software bug,Medium,Phone,GoPro Action Camera,4,"01/06/23 17:19","01/06/23 20:34"
4832,Cancellation request,Battery life,Low,Phone,Samsung Soundbar,2,"01/06/23 12:59","01/06/23 16:10"
4833,Product inquiry,Payment issue,High,Email,Fitbit Charge,5,"01/06/23 23:09","31/05/23 23:41"
4835,Cancellation request,Payment issue,Low,Email,Bose QuietComfort,3,"01/06/23 23:20","01/06/23 20:17"
4842,Cancellation request,Hardware issue,Critical,Phone,Bose SoundLink Speaker,3,"01/06/23 22:30","01/06/23 0:58"
4843,Product inquiry,Product compatibility,Low,Phone,GoPro Hero,4,"01/06/23 10:56","01/06/23 3:48"
4850,Product inquiry,Payment issue,Low,Chat,LG OLED,1,"01/06/23 18:49","01/06/23 19:57"
4858,Cancellation request,Delivery problem,Critical,Chat,Bose SoundLink Speaker,1,"01/06/23 10:58","01/06/23 19:00"
4866,Technical issue,Payment issue,High,Email,PlayStation,5,"01/06/23 5:32","01/06/23 20:25"
4870,Billing inquiry,Refund request,Medium,Social media,Garmin Forerunner,2,"01/06/23 21:39","01/06/23 6:14"
4871,Product inquiry,Hardware issue,Critical,Phone,Xbox,3,"01/06/23 7:37","01/06/23 8:20"
4874,Billing inquiry,Product recommendation,Medium,Phone,Fitbit Charge,4,"01/06/23 2:45","01/06/23 10:58"
4875,Billing inquiry,Data loss,High,Email,Samsung Soundbar,1,"01/06/23 2:41","01/06/23 23:29"
4878,Billing inquiry,Product compatibility,Medium,Email,Canon EOS,1,"01/06/23 10:01","01/06/23 11:59"
4883,Refund request,Product setup,High,Chat,Adobe Photoshop,3,"01/06/23 3:28","01/06/23 9:17"
4884,Refund request,Software bug,Medium,Email,Samsung Galaxy,3,"01/06/23 12:01","01/06/23 1:12"
4885,Technical issue,Product compatibility,High,Social media,Roomba Robot Vacuum,2,"01/06/23 14:22","01/06/23 6:00"
4890,Cancellation request,Product recommendation,Medium,Social media,Sony Xperia,1,"01/06/23 1:30","01/06/23 13:13"
4891,Technical issue,Peripheral compatibility,Medium,Email,Xbox,1,"01/06/23 8:23","01/06/23 13:12"
4892,Refund request,Hardware issue,Low,Chat,Nikon D,4,"01/06/23 5:52","01/06/23 0:06"
4895,Refund request,Product recommendation,High,Email,Lenovo ThinkPad,3,"01/06/23 7:03","01/06/23 17:09"
4898,Product inquiry,Display issue,Low,Social media,Microsoft Xbox Controller,3,"01/06/23 6:24","01/06/23 1:45"
4902,Cancellation request,Hardware issue,Medium,Social media,Samsung Galaxy,3,"01/06/23 13:40","01/06/23 9:44"
4903,Refund request,Data loss,Critical,Email,HP Pavilion,5,"01/06/23 21:28","01/06/23 7:25"
4909,Refund request,Account access,Medium,Phone,Philips Hue Lights,2,"01/06/23 15:08","01/06/23 21:52"
4910,Refund request,Account access,High,Phone,Nikon D,2,"01/06/23 11:57","01/06/23 11:59"
4914,Product inquiry,Display issue,Critical,Email,GoPro Hero,2,"01/06/23 0:03","01/06/23 18:26"
4916,Billing inquiry,Software bug,Critical,Chat,Fitbit Versa Smartwatch,4,"01/06/23 3:08","01/06/23 19:13"
4920,Product inquiry,Network problem,Low,Social media,Google Pixel,2,"01/06/23 18:26","01/06/23 7:51"
4924,Billing inquiry,Product setup,Critical,Chat,Samsung Galaxy,4,"01/06/23 11:21","01/06/23 10:35"
4930,Refund request,Product compatibility,Medium,Chat,Microsoft Office,1,"01/06/23 18:15","01/06/23 14:15"
4931,Product inquiry,Product recommendation,Low,Social media,iPhone,4,"01/06/23 9:37","01/06/23 8:52"
4934,Technical issue,Product compatibility,Critical,Chat,Canon EOS,4,"01/06/23 16:32","01/06/23 12:52"
4939,Technical issue,Account access,Critical,Social media,HP Pavilion,4,"01/06/23 21:05","01/06/23 6:02"
4940,Billing inquiry,Hardware issue,Medium,Social media,PlayStation,1,"01/06/23 12:09","01/06/23 21:47"
4946,Refund request,Hardware issue,Medium,Chat,Sony Xperia,1,"01/06/23 14:04","01/06/23 10:54"
4948,Billing inquiry,Network problem,Critical,Email,Sony Xperia,1,"01/06/23 8:17","01/06/23 9:33"
4954,Product inquiry,Account access,Low,Social media,Canon DSLR Camera,2,"01/06/23 14:58","01/06/23 8:40"
4955,Cancellation request,Battery life,Low,Email,Bose QuietComfort,1,"01/06/23 12:42","01/06/23 8:37"
4956,Billing inquiry,Hardware issue,Medium,Email,Nikon D,3,"01/06/23 22:18","01/06/23 0:07"
4957,Refund request,Product setup,Critical,Email,Samsung Galaxy,2,"01/06/23 22:10","01/06/23 14:44"
4963,Technical issue,Software bug,Medium,Email,Canon DSLR Camera,5,"01/06/23 1:27","01/06/23 7:47"
4967,Technical issue,Installation support,Critical,Chat,Autodesk AutoCAD,4,"01/06/23 14:15","01/06/23 13:45"
4969,Product inquiry,Account access,Critical,Phone,Microsoft Surface,3,"01/06/23 0:22","01/06/23 8:43"
4971,Product inquiry,Display issue,Critical,Social media,Fitbit Charge,2,"01/06/23 13:17","01/06/23 15:18"
4975,Cancellation request,Display issue,Medium,Social media,Amazon Kindle,1,"01/06/23 7:00","01/06/23 12:24"
4976,Billing inquiry,Account access,High,Phone,Amazon Kindle,1,"01/06/23 6:27","01/06/23 3:29"
4977,Technical issue,Account access,Low,Phone,Nikon D,1,"01/06/23 11:25","01/06/23 12:40"
4981,Product inquiry,Software bug,Critical,Chat,Google Pixel,2,"31/05/23 23:55","01/06/23 16:43"
4982,Technical issue,Delivery problem,High,Social media,HP Pavilion,2,"01/06/23 2:40","01/06/23 20:53"
4986,Billing inquiry,Account access,Critical,Email,Amazon Echo,3,"01/06/23 22:31","01/06/23 12:08"
4990,Technical issue,Data loss,Critical,Email,iPhone,2,"01/06/23 22:08","01/06/23 22:05"
4991,Cancellation request,Hardware issue,Medium,Chat,Google Nest,3,"01/06/23 14:05","01/06/23 7:20"
4993,Billing inquiry,Refund request,Low,Social media,Bose QuietComfort,5,"01/06/23 1:08","01/06/23 15:17"
4994,Billing inquiry,Software bug,Low,Phone,Bose QuietComfort,4,"01/06/23 8:25","01/06/23 13:36"
4997,Billing inquiry,Hardware issue,Medium,Chat,Garmin Forerunner,4,"01/06/23 15:06","01/06/23 3:09"
5003,Product inquiry,Payment issue,Medium,Chat,Sony PlayStation,3,"01/06/23 13:21","01/06/23 18:32"
5004,Billing inquiry,Delivery problem,Medium,Email,Nikon D,5,"01/06/23 0:15","01/06/23 0:51"
5011,Cancellation request,Display issue,Medium,Email,LG Smart TV,4,"01/06/23 0:48","01/06/23 14:30"
5012,Cancellation request,Refund request,High,Chat,Apple AirPods,5,"01/06/23 4:10","01/06/23 0:27"
5014,Product inquiry,Software bug,Critical,Phone,Google Pixel,1,"01/06/23 13:21","01/06/23 17:55"
5015,Refund request,Account access,High,Email,Google Nest,4,"01/06/23 21:29","01/06/23 12:52"
5019,Cancellation request,Product compatibility,Critical,Email,LG Washing Machine,1,"01/06/23 16:31","01/06/23 10:29"
5025,Cancellation request,Product compatibility,Medium,Email,LG OLED,3,"01/06/23 9:12","01/06/23 23:15"
5029,Billing inquiry,Software bug,Medium,Social media,Fitbit Charge,4,"01/06/23 0:55","01/06/23 12:43"
5030,Cancellation request,Peripheral compatibility,High,Social media,Apple AirPods,4,"01/06/23 4:08","01/06/23 5:07"
5041,Cancellation request,Product recommendation,High,Email,iPhone,3,"01/06/23 9:10","01/06/23 22:30"
5042,Refund request,Payment issue,Critical,Phone,Adobe Photoshop,1,"01/06/23 17:50","01/06/23 1:50"
5043,Billing inquiry,Data loss,Critical,Social media,Canon EOS,2,"01/06/23 23:34","01/06/23 3:47"
5047,Cancellation request,Peripheral compatibility,Medium,Phone,HP Pavilion,3,"01/06/23 12:27","01/06/23 10:57"
5048,Billing inquiry,Delivery problem,Low,Email,Amazon Kindle,4,"01/06/23 10:10","01/06/23 10:15"
5054,Refund request,Payment issue,Low,Email,Google Nest,3,"01/06/23 7:45","01/06/23 18:21"
5059,Product inquiry,Product setup,Medium,Chat,Nintendo Switch,2,"01/06/23 4:38","01/06/23 19:31"
5061,Refund request,Product setup,Low,Chat,Canon DSLR Camera,3,"01/06/23 7:29","01/06/23 12:24"
5065,Billing inquiry,Network problem,Low,Chat,Asus ROG,1,"01/06/23 5:06","01/06/23 6:18"
5075,Billing inquiry,Battery life,Medium,Phone,Bose QuietComfort,1,"01/06/23 3:02","01/06/23 11:27"
5077,Product inquiry,Software bug,Medium,Phone,Sony 4K HDR TV,4,"01/06/23 20:24","01/06/23 12:55"
5078,Product inquiry,Peripheral compatibility,Critical,Email,PlayStation,3,"01/06/23 3:34","01/06/23 6:55"
5083,Refund request,Display issue,High,Chat,Amazon Echo,4,"01/06/23 16:08","01/06/23 12:37"
5087,Billing inquiry,Software bug,High,Social media,Apple AirPods,4,"01/06/23 15:53","01/06/23 22:12"
5093,Technical issue,Product setup,High,Chat,GoPro Action Camera,5,"01/06/23 6:15","01/06/23 11:11"
5099,Billing inquiry,Display issue,Critical,Email,Asus ROG,5,"01/06/23 7:22","01/06/23 9:57"
5103,Product inquiry,Payment issue,Medium,Phone,HP Pavilion,1,"01/06/23 14:18","01/06/23 22:54"
5106,Product inquiry,Product compatibility,Critical,Email,Samsung Soundbar,2,"01/06/23 5:40","01/06/23 22:13"
5109,Billing inquiry,Product recommendation,High,Social media,GoPro Action Camera,4,"01/06/23 2:00","01/06/23 10:37"
5112,Refund request,Product compatibility,Medium,Social media,Bose SoundLink Speaker,1,"01/06/23 17:40","01/06/23 14:32"
5113,Technical issue,Product compatibility,Medium,Email,LG OLED,3,"01/06/23 4:27","01/06/23 14:04"
5114,Technical issue,Product compatibility,High,Phone,Amazon Kindle,1,"01/06/23 18:13","01/06/23 14:17"
5118,Cancellation request,Installation support,High,Email,Amazon Echo,3,"01/06/23 12:42","01/06/23 19:14"
5119,Product inquiry,Display issue,Medium,Social media,Amazon Echo,2,"01/06/23 23:08","01/06/23 0:01"
5120,Cancellation request,Cancellation request,High,Email,iPhone,3,"01/06/23 13:50","01/06/23 11:50"
5123,Billing inquiry,Product compatibility,Low,Chat,Samsung Galaxy,1,"01/06/23 11:39","01/06/23 8:24"
5124,Cancellation request,Product recommendation,Critical,Phone,LG OLED,1,"01/06/23 2:43","01/06/23 8:57"
5127,Cancellation request,Peripheral compatibility,High,Chat,Sony PlayStation,3,"01/06/23 16:27","01/06/23 2:04"
5128,Billing inquiry,Payment issue,High,Chat,Garmin Forerunner,4,"01/06/23 4:49","01/06/23 12:41"
5129,Cancellation request,Product compatibility,Low,Phone,LG OLED,5,"01/06/23 11:09","01/06/23 0:31"
5133,Billing inquiry,Hardware issue,Medium,Email,Nintendo Switch,5,"01/06/23 7:30","01/06/23 10:41"
5134,Cancellation request,Peripheral compatibility,Medium,Email,Sony 4K HDR TV,2,"01/06/23 23:28","01/06/23 2:48"
5139,Cancellation request,Account access,Low,Chat,Sony PlayStation,5,"01/06/23 1:08","01/06/23 0:37"
5144,Billing inquiry,Product compatibility,Critical,Email,Samsung Soundbar,4,"01/06/23 0:55","01/06/23 1:19"
5145,Product inquiry,Display issue,Critical,Email,Samsung Soundbar,2,"01/06/23 11:37","01/06/23 19:16"
5146,Product inquiry,Software bug,Critical,Email,Amazon Echo,2,"01/06/23 7:13","01/06/23 3:43"
5148,Technical issue,Network problem,Low,Social media,Microsoft Xbox Controller,2,"01/06/23 15:45","01/06/23 14:08"
5149,Billing inquiry,Software bug,Low,Phone,Dell XPS,2,"01/06/23 7:44","01/06/23 22:13"
5152,Cancellation request,Peripheral compatibility,Low,Phone,Autodesk AutoCAD,3,"01/06/23 2:12","01/06/23 22:09"
5153,Technical issue,Delivery problem,Critical,Email,GoPro Action Camera,1,"01/06/23 2:51","01/06/23 2:48"
5154,Refund request,Delivery problem,Critical,Phone,Fitbit Versa Smartwatch,4,"01/06/23 18:23","01/06/23 16:24"
5155,Product inquiry,Product setup,Low,Phone,GoPro Hero,4,"01/06/23 2:52","01/06/23 3:39"
5157,Product inquiry,Peripheral compatibility,Medium,Phone,Google Nest,3,"01/06/23 22:54","01/06/23 10:15"
5158,Cancellation request,Display issue,Critical,Social media,Samsung Galaxy,5,"01/06/23 6:26","01/06/23 0:40"
5161,Technical issue,Peripheral compatibility,Critical,Chat,Garmin Forerunner,2,"01/06/23 20:13","01/06/23 12:38"
5164,Cancellation request,Peripheral compatibility,Medium,Phone,Sony PlayStation,4,"01/06/23 7:10","01/06/23 2:08"
5168,Cancellation request,Refund request,Medium,Phone,Amazon Kindle,3,"01/06/23 2:21","01/06/23 4:29"
5170,Billing inquiry,Installation support,Low,Social media,Amazon Echo,4,"01/06/23 15:49","01/06/23 14:44"
5171,Billing inquiry,Product compatibility,Low,Chat,Amazon Kindle,3,"01/06/23 14:08","01/06/23 12:55"
5174,Refund request,Display issue,Medium,Chat,Canon DSLR Camera,2,"01/06/23 16:35","01/06/23 11:35"
5175,Billing inquiry,Hardware issue,High,Social media,Roomba Robot Vacuum,2,"01/06/23 1:40","01/06/23 21:22"
5179,Refund request,Delivery problem,Low,Email,GoPro Hero,5,"31/05/23 23:48","01/06/23 15:42"
5180,Technical issue,Installation support,Critical,Phone,Autodesk AutoCAD,3,"01/06/23 18:02","01/06/23 15:06"
5186,Cancellation request,Product setup,Low,Phone,Asus ROG,2,"01/06/23 0:02","01/06/23 8:34"
5187,Cancellation request,Data loss,Medium,Phone,Sony PlayStation,2,"01/06/23 22:35","01/06/23 8:55"
5190,Refund request,Refund request,High,Email,Google Nest,3,"01/06/23 22:58","01/06/23 17:14"
5192,Billing inquiry,Account access,Medium,Chat,Autodesk AutoCAD,1,"01/06/23 12:59","01/06/23 17:26"
5196,Refund request,Cancellation request,Low,Social media,Samsung Soundbar,1,"01/06/23 4:50","01/06/23 17:51"
5197,Technical issue,Product recommendation,Medium,Phone,Bose SoundLink Speaker,4,"01/06/23 11:36","01/06/23 14:41"
5203,Refund request,Battery life,Medium,Email,Sony Xperia,3,"01/06/23 21:16","01/06/23 9:30"
5204,Refund request,Account access,Medium,Social media,Adobe Photoshop,5,"01/06/23 11:52","01/06/23 22:10"
5210,Product inquiry,Battery life,Medium,Email,Philips Hue Lights,1,"01/06/23 6:16","01/06/23 18:34"
5211,Product inquiry,Battery life,Low,Chat,Nest Thermostat,4,"01/06/23 22:44","01/06/23 5:00"
5212,Billing inquiry,Battery life,Low,Email,Sony 4K HDR TV,4,"01/06/23 4:16","01/06/23 9:56"
5215,Cancellation request,Peripheral compatibility,Low,Email,Garmin Forerunner,4,"01/06/23 18:12","01/06/23 0:30"
5218,Refund request,Refund request,High,Chat,iPhone,4,"01/06/23 9:40","01/06/23 16:36"
5224,Product inquiry,Product setup,High,Phone,Adobe Photoshop,3,"31/05/23 23:50","01/06/23 9:51"
5228,Technical issue,Installation support,Low,Social media,Amazon Echo,5,"01/06/23 0:23","01/06/23 2:11"
5230,Billing inquiry,Hardware issue,Medium,Social media,Bose QuietComfort,5,"01/06/23 21:09","01/06/23 8:45"
5231,Billing inquiry,Battery life,Medium,Email,LG OLED,2,"01/06/23 8:51","01/06/23 5:19"
5232,Technical issue,Battery life,Low,Phone,Sony Xperia,2,"01/06/23 7:50","01/06/23 15:24"
5234,Cancellation request,Refund request,Medium,Social media,LG Washing Machine,3,"01/06/23 11:59","01/06/23 12:48"
5237,Refund request,Refund request,Medium,Social media,Garmin Forerunner,4,"01/06/23 3:54","01/06/23 22:36"
